iso3,country_name,income_tier,mean_brightness,total_light,p90_brightness,lit_fraction,light_density,spatial_dispersion,hotspot_count,gini,entropy,urban_concentration
IRL,Ireland,High,0.023779433220624924,97.40055847167969,0.03624635562300682,0.207763671875,0.10952097922563553,0.3287761513590275,74,0.8210486493572211,3.3294737138116752,0.3970940113067627
ISR,Israel,High,0.03623734414577484,148.42816162109375,0.08539706468582153,0.233154296875,0.15408702194690704,0.297694501121626,38,0.6896748301613995,4.166123349476783,0.2799961268901825
ITA,Italy,High,0.04229225218296051,173.22906494140625,0.13403448462486267,0.2841796875,0.1482688933610916,0.34700373170449517,58,0.5879308276729376,4.184875583677273,0.25782710313796997
JPN,Japan,High,0.012946853414177895,53.030311584472656,0.013598326593637466,0.112060546875,0.11251836270093918,0.326346842147227,36,0.7694797590723355,3.5238217545827,0.35839730501174927
KOR,South Korea,High,0.057789407670497894,236.70541381835938,0.13298362493515015,0.539794921875,0.10552322864532471,0.34332912281920436,64,0.7272705363398049,3.386193944491083,0.37244856357574463
KWT,Kuwait,High,0.033565789461135864,137.4854736328125,0.05928754806518555,0.240478515625,0.13568703830242157,0.3015740582077717,40,0.7980363852840489,3.655903477231727,0.35080379247665405
LTU,Lithuania,High,0.012919599190354347,52.918678283691406,0.00701364129781723,0.0849609375,0.14604033529758453,0.33397237730918145,43,0.8828639672184297,3.722157734485728,0.3422520160675049
LUX,Luxembourg,High,0.06699618697166443,274.4163818359375,0.17805394530296326,0.620361328125,0.10704237967729568,0.34919520687543276,54,0.6908185433490805,3.485095910813783,0.3470349907875061
LVA,Latvia,High,0.010649285279214382,43.61947250366211,0.0041055576875805855,0.067626953125,0.15157853066921234,0.28956021462314063,36,0.8785907205107384,3.807211791059002,0.3201272487640381
NLD,Netherlands,High,0.04967804253101349,203.48126220703125,0.13303101062774658,0.39306640625,0.1251923143863678,0.3073750632015878,88,0.6737996001287729,3.872896858933195,0.3082992434501648
NOR,Norway,High,0.01921912282705307,78.72152709960938,0.06844349205493927,0.159912109375,0.11937203258275986,0.412909438034777,33,0.5410084693822492,3.650891716200363,0.2755920886993408
NZL,New Zealand,High,0.0038710252847522497,15.855719566345215,0.0,0.034423828125,0.1088162511587143,0.32893188396491047,16,0.8602877645318154,3.1552413216593775,0.45262202620506287
OMN,Oman,High,0.010796877555549145,44.2240104675293,0.005533398129045963,0.0859375,0.1230677142739296,0.31239614731434967,43,0.7943242207243157,3.7131861685820042,0.3392021358013153
PAN,Panama,High,0.009400313720107079,38.503684997558594,0.005425366573035717,0.078125,0.11594103276729584,0.28669478396835735,17,0.8416442348216109,3.3384523669978172,0.37793368101119995
POL,Poland,High,0.05481761693954468,224.532958984375,0.1418094038963318,0.47705078125,0.11299099028110504,0.3240918573156321,180,0.731463914370649,3.62291485795916,0.3442670702934265
PRT,Portugal,High,0.04851599037647247,198.72149658203125,0.13014870882034302,0.388427734375,0.12326034158468246,0.3164774173078377,80,0.7086645201908974,3.8307129941727487,0.3141879737377167
QAT,Qatar,High,0.05805971100926399,237.8125762939453,0.15431204438209534,0.320068359375,0.17709192633628845,0.31466228087605674,32,0.7989390215143779,4.216041392389289,0.26663899421691895
ROU,Romania,High,0.03463839739561081,141.87887573242188,0.06813974678516388,0.429443359375,0.07860960066318512,0.3424839091950443,113,0.7168118899363387,2.9447594177634047,0.41931721568107605
SAU,Saudi Arabia,High,0.018277890980243683,74.86624145507812,0.02465987578034401,0.140380859375,0.12718737125396729,0.28656247133281515,63,0.8284346374745679,3.675955589865313,0.35180342197418213
SVK,Slovakia,High,0.03119657188653946,127.78115844726562,0.06995676457881927,0.287353515625,0.10634999722242355,0.3368380317509622,81,0.7537014038464982,3.491374088227892,0.3613600730895996
SVN,Slovenia,High,0.033389411866664886,136.76303100585938,0.08528468012809753,0.283447265625,0.1159498393535614,0.33317595317789483,89,0.7203418657110048,3.7105330722534586,0.3214206099510193
SWE,Sweden,High,0.029247019439935684,119.79579162597656,0.06406672298908234,0.28173828125,0.10176435858011246,0.3830415284999668,72,0.7553352121430326,3.3587529243476855,0.39086562395095825
TTO,Trinidad and Tobago,High,0.0406656488776207,166.56649780273438,0.09855188429355621,0.296875,0.13553112745285034,0.28690560546093535,14,0.7242515645149499,3.8911929325247665,0.31843677163124084
TWN,Taiwan,High,0.03957435488700867,162.0965576171875,0.11265141516923904,0.259765625,0.15105368196964264,0.35170223940432616,22,0.6747556363705787,4.197490339563919,0.26631230115890503
URY,Uruguay,High,0.010925108566880226,44.749244689941406,0.003196868347004056,0.06689453125,0.1589379757642746,0.3568669010586013,39,0.8664291556054657,3.8628081548319115,0.31216534972190857
USA,United States of America,High,0.02026941440999508,83.02352142333984,0.038012728095054626,0.15625,0.12773168087005615,0.3832685743273872,36,0.7267073872551486,3.7504866141749447,0.3249529004096985
